,_id,Suburb,Site_title,Site_streetaddress,Site_state,Site_postcode,Exposure_date_dtm,Exposure_date,Exposure_time,Notes,Added_date_dtm,Added_date,Added_time,Advice_title,Advice_instruction,Exposure_time_start_24,Exposure_time_end_24,tier,date_delay
158,158,Epping,Pacific Epping Plaza,571 - 583 High Street,VIC,3076,2021-05-25,25/05/2021,10:05am - 11:45am,Case attended venue,2021-05-29,29/05/2021,16:26:00,Tier 3 - Monitor for symptoms,"Anyone who has visited this location during these times should monitor for symptoms - If symptoms develop, immediately get tested and isolate until you receive a negative result.",10:05:00,11:45:00,3,4
159,159,Thomastown,Supa IGA Thomastown,122 Main Street,VIC,3074,2021-05-24,24/05/2021,11:10am - 11:50am,Case attended venue,2021-05-29,29/05/2021,16:26:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",11:10:00,11:50:00,2,5
160,160,Mickleham,Chemist Warehouse Mickleham,250 - 270 Donnybrook Road,VIC,3064,2021-05-22,22/05/2021,1:45pm - 2:45pm,Case attended venue,2021-05-29,29/05/2021,16:26:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",13:45:00,14:45:00,2,7
161,161,Braeside,Shell Coles Express Braeside,918 - 928 Springvale Road Cnr Governor Road,VIC,3064,2021-05-22,22/05/2021,8:15am - 9:00am,Case attended venue,2021-05-29,29/05/2021,16:26:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",08:15:00,09:00:00,2,7
162,162,Mernda,Caltex Mernda,1631W Plenty Road,VIC,3074,2021-05-25,25/05/2021,11:30am - 12:10pm,Case attended venue,2021-05-29,29/05/2021,19:40:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",11:30:00,12:10:00,2,4
163,163,Thomastown,7-Eleven Thomastown North,Cnr Edgars Road and Main Street,VIC,3074,2021-05-24,24/05/2021,11:00am - 11:45am,Case attended venue,2021-05-29,29/05/2021,19:40:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",11:00:00,11:45:00,2,5
164,164,Bundoora,"La Trobe University, Library All Levels (Except level 1)",Plenty Road & Kingsbury Drive,VIC,3086,2021-05-25,25/05/2021,11:45am - 2:30pm,Case attended venue,2021-05-29,29/05/2021,19:40:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",11:45:00,14:30:00,2,4
165,165,South Yarra,Forvic Asian Supermarket,251 Malvern Road,VIC,3141,2021-05-23,23/05/2021,5:00pm - 6:00pm,Case shopped at store,2021-05-29,29/05/2021,21:00:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",17:00:00,18:00:00,2,6
166,166,St Kilda,Woolworths, 64 Fitzroy Street,VIC,3182,2021-05-27,27/05/2021,3:00pm - 3:30pm,Case shopped at store,2021-05-29,29/05/2021,21:40:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",15:00:00,15:30:00,2,2
167,168,St Kilda,KFC St Kilda,70A Acland Street,VIC,3182,2021-05-27,27/05/2021,4:20pm - 4:50pm,Case picked up take away,2021-05-29,29/05/2021,21:40:00,Tier 3 - Monitor for symptoms,"Anyone who has visited this location during these times should monitor for symptoms - If symptoms develop, immediately get tested and isolate until you receive a negative result.",16:20:00,16:50:00,3,2
168,169,St Kilda,Woolworths,117 Acland Street,VIC,3182,2021-05-28,28/05/2021,5:00pm - 5:30pm,Case shopped in store,2021-05-29,29/05/2021,21:40:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",17:00:00,17:30:00,2,1
169,170,Malvern East (Chadstone),Chadstone Shopping Centre,1341 Dandenong Road,VIC,3148,2021-05-26,26/05/2021,11:53am - 2:00pm,Case walked around venue: Ground floor all areas. Lower ground floor: area immediately surrounding escalators outside Target only,2021-05-29,29/05/2021,20:26:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",11:53:00,14:00:00,2,3
170,171,Malvern East (Chadstone),Yokozuna - Chadstone Shopping Centre,1341 Dandenong Road,VIC,3148,2021-05-26,26/05/2021,11:55am - 12:52pm,Case dined at venue,2021-05-29,29/05/2021,20:26:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,11:55:00,12:52:00,1,3
171,172,Malvern East (Chadstone),Optus - Chadstone Shopping Centre,"Shop B311, 1341 Dandenong Road",VIC,3148,2021-05-26,26/05/2021,12:27pm - 1:17pm,Case shopped in store,2021-05-29,29/05/2021,20:26:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",12:27:00,13:17:00,2,3
172,173,Malvern East (Chadstone),Bakers Delight - Chadstone Shopping Centre,247C/ 1341 Dandenong Road,VIC,3148,2021-05-26,26/05/2021,12:40pm - 12:45pm,Case shopped at store,2021-05-29,29/05/2021,23:08:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",12:40:00,12:45:00,2,3
173,174,Malvern East (Chadstone),Woolworths - Chadstone Shopping Centre,1341 Dandenong Road,VIC,3148,2021-05-26,26/05/2021,1:16pm - 1:56pm,Case shopped in store,2021-05-29,29/05/2021,23:02:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",13:16:00,13:56:00,2,3
174,175,Arthurs Seat,Enchanted Adventure Garden,55 Purves Road,VIC,3936,2021-05-21,21/05/2021,11:25am - 3:00pm,Case attended,2021-05-30,30/05/2021,08:59:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,11:25:00,15:00:00,1,9
175,176,Kalkallo,Metricon Homes Kalkallo- Cloverton Display Homes,24 Design Way,VIC,3064,2021-05-26,26/05/2021,2:25pm - 5:28pm,Case attended,2021-05-30,30/05/2021,09:05:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,14:25:00,17:28:00,1,4
176,177,Epping,Kmart Epping,"Epping
Plaza Shopping Center. Cnr High & Cooper Street",VIC,3076,2021-05-22,22/05/2021,4:40pm - 5:30pm,Case attended venue,2021-05-30,30/05/2021,13:11:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",16:40:00,17:30:00,2,8
177,178,Epping,Kmart Epping,"Epping
Plaza Shopping Center. Cnr High & Cooper Street",VIC,3076,2021-05-26,26/05/2021,3:20pm - 4:10pm,Case attended venue,2021-05-30,30/05/2021,13:11:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",15:20:00,16:10:00,2,4
178,179,Epping,Coles Epping Plaza,"Shop Q002, Epping Plaza, High Street",VIC,3076,2021-05-24,24/05/2021,3:15pm - 4:15pm,Case attended venue,2021-05-30,30/05/2021,13:11:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",15:15:00,16:15:00,2,6
179,180,Craigieburn,PTV Bus Number 525,"Highland
SC/Grand Bvd to Donnybrook Rd/Dwyer Street",VIC,3064,2021-05-19,19/05/2021,3:15pm - 4:45pm,From Highland SC/Grand Bvd to Donnybrook Rd/Dwyer Street,2021-05-30,30/05/2021,13:27:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,15:15:00,16:45:00,1,11
180,181,Craigieburn,PTV Bus Number 525,"Highland
SC/Grand Bvd to Donnybrook Rd/Dwyer Street",VIC,3064,2021-05-25,25/05/2021,3:15pm - 4:45pm,From Highland SC/Grand Bvd to Donnybrook Rd/Dwyer Street,2021-05-30,30/05/2021,13:27:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,15:15:00,16:45:00,1,5
181,182,Hawthorn,Short Straw,743B Glenferrie Road ,VIC,3122,2021-05-23,23/05/2021,11:20am - 2:20pm,Case attended,2021-05-30,30/05/2021,13:27:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,11:20:00,14:20:00,1,7
182,183,Bundoora,IGA Agora Express (La Trobe University),"La Trobe University, Melbourne Campus, Shop 1 Agora East, Bundoora VIC 3083",VIC,3083,2021-05-25,25/05/2021,11:20am - 12:15pm,Case attended,2021-05-30,30/05/2021,01:56:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,11:20:00,12:15:00,1,5
183,184,Bundoora,"DFO Uni Hill - Champion, Melrose Avenue, Quiksilver, Factorie and Edge",2 Janefield Drive,VIC,3083,2021-05-25,25/05/2021,2:47pm - 4:07pm,Case attended,2021-05-30,30/05/2021,14:17:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",14:47:00,16:07:00,2,5
184,185,Epping,Coles Epping Plaza,"Shop Q002, Epping Plaza, High Street",VIC,3076,2021-05-19,19/05/2021,2:50pm - 3:20pm,Case attended,2021-05-30,30/05/2021,14:17:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",14:50:00,15:20:00,2,11
185,186,Doreen,Laurimar Medical Centre,120 - 122 Painted Hills Road,VIC,3754,2021-05-25,25/05/2021,10:15am - 11:10am,Case attended,2021-05-30,30/05/2021,14:17:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",10:15:00,11:10:00,2,5
186,187,Craigieburn,Ambarsari Dhaba,3/38 Craigieburn Road,VIC,3064,2021-05-26,26/05/2021,7:20pm - 8:00pm,Case collected take away,2021-05-30,30/05/2021,14:17:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",19:20:00,20:00:00,2,4
187,188,Thomastown,Gobind Sweets,6/350 Settlement Road,VIC,3074,2021-05-27,27/05/2021,2:40pm - 3:10pm,Case attended venue,2021-05-30,30/05/2021,15:07:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",14:40:00,15:10:00,2,3
188,189,Epping,Chemist Warehouse (Epping Homemaker Center),560-650 High Street,VIC,3076,2021-05-17,17/05/2021,6:55pm - 7:37pm,Case attended venue,2021-05-30,30/05/2021,15:07:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",18:55:00,19:37:00,2,13
189,190,Epping,Chemist Warehouse (Epping Homemaker Center),560-650 High Street,VIC,3076,2021-05-18,18/05/2021,6:30pm - 7:10pm,Case attended venue,2021-05-30,30/05/2021,15:07:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",18:30:00,19:10:00,2,12
190,191,Kalkallo,Metricon Homes Kalkallo- Cloverton Display Homes,24 Design Way,VIC,3064,2021-05-22,22/05/2021,1:15pm - 3:15pm,Case attended,2021-05-30,30/05/2021,15:07:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,13:15:00,15:15:00,1,8
191,192,Campbellfield,Metricon Homes- Campbellfield Office,108 National Blvd,VIC,3061,2021-05-25,25/05/2021,1:33pm - 2:36pm,Case attended,2021-05-30,30/05/2021,15:07:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,13:33:00,14:36:00,1,5
192,193,Mickleham,Metricon Homes- Merrifield Display Homes,15 Carrington Drive,VIC,3064,2021-05-25,25/05/2021,3:29pm - 4:47pm,Case attended,2021-05-30,30/05/2021,15:07:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,15:29:00,16:47:00,1,5
193,194,Mickleham,Metricon Homes- Botanical Display Homes,27/29 Poppy St,VIC,3064,2021-05-25,25/05/2021,2:32pm - 3:22pm,Case attended,2021-05-30,30/05/2021,15:07:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,14:32:00,15:22:00,1,5
194,195,Preston,Northland Shopping Centre,2-50 Murray Road,VIC,3072,2021-05-22,22/05/2021,1:15pm - 3:15pm,Case attended,2021-05-30,30/05/2021,15:07:00,Tier 3 - Monitor for symptoms,"Anyone who has visited this location during these times should monitor for symptoms - If symptoms develop, immediately get tested and isolate until you receive a negative result.",13:15:00,15:15:00,3,8
195,211,Thomastown,Slades Beverages,46/40-50 Keon Parade,VIC,3074,2021-05-25,25/05/2021,6:00am - 3:00pm,Case attended,2021-05-30,30/05/2021,15:07:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,06:00:00,15:00:00,1,5
196,196,Preston,McDonalds (Northland Shopping Centre),2-50 Murray Road,VIC,3072,2021-05-22,22/05/2021,1:55pm - 2:40pm,Case attended,2021-05-30,30/05/2021,15:07:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",13:55:00,14:40:00,2,8
197,197,Preston,Muffin Break (Northland Shopping Centre),2-50 Murray Road,VIC,3072,2021-05-22,22/05/2021,1:25pm - 2:00pm,Case attended,2021-05-30,30/05/2021,15:07:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",13:25:00,14:00:00,2,8
198,198,Preston,H&M (Northland Shopping Centre),2-50 Murray Road,VIC,3072,2021-05-22,22/05/2021,2:30pm - 3:50pm,Visited store,2021-05-30,30/05/2021,15:07:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,14:30:00,15:50:00,1,8
199,199,Preston,Salsa's Fresh Mex Grill (Northland Shopping Centre),K033/50 Murray Rd,VIC,3072,2021-05-22,22/05/2021,1:10pm - 2:10pm,Case visited,2021-05-30,30/05/2021,15:07:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",13:10:00,14:10:00,2,8
200,200,Epping,Walker's Donuts Epping (Pacific Epping Shopping Centre),571-583 High Street,VIC,3076,2021-05-19,19/05/2021,3:00pm - 3:40pm,Case attended,2021-05-30,30/05/2021,15:07:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",15:00:00,15:40:00,2,11
201,201,Epping,Commonwealth Bank Australia (CBA) Epping Branch,83-84 Cooper Street & High Street,VIC,3076,2021-05-22,22/05/2021,11:15pm - 11:55pm,Case visited,2021-05-30,30/05/2021,15:07:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",23:15:00,23:55:00,2,8
202,202,Lalor,Coles Lalor,47-71 May Road,VIC,3075,2021-05-18,18/05/2021,3:35pm - 4:25pm,Case shopped,2021-05-30,30/05/2021,15:07:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",15:35:00,16:25:00,2,12
203,203,Lalor,Woolworths Lalor,Hurtle Street,VIC,3075,2021-05-25,25/05/2021,3:35pm - 4:25pm,Case shopped,2021-05-30,30/05/2021,15:07:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",15:35:00,16:25:00,2,5
204,204,Lalor,Woolworths Lalor,Hurtle Street,VIC,3075,2021-05-26,26/05/2021,11:10am - 12:00pm,Case shopped,2021-05-30,30/05/2021,15:07:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",11:10:00,12:00:00,2,4
205,205,Epping,MKS Spices'n Things Epping,1/84-88 Coopers Street,VIC,3076,2021-05-24,24/05/2021,3:35pm - 4:20pm,Case shopped,2021-05-30,30/05/2021,15:07:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",15:35:00,16:20:00,2,6
206,206,Thomastown,Slades Beverages,46/40-50 Keon Parade,VIC,3074,2021-05-17,17/05/2021,6:00am - 2:30pm,Case attended,2021-05-30,30/05/2021,15:07:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,06:00:00,14:30:00,1,13
207,207,Thomastown,Slades Beverages,46/40-50 Keon Parade,VIC,3074,2021-05-18,18/05/2021,6:00am - 3:00pm,Case attended,2021-05-30,30/05/2021,15:07:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,06:00:00,15:00:00,1,12
208,208,Thomastown,Slades Beverages,46/40-50 Keon Parade,VIC,3074,2021-05-20,20/05/2021,6:00am - 3:00pm,Case attended,2021-05-30,30/05/2021,15:07:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,06:00:00,15:00:00,1,10
209,209,Thomastown,Slades Beverages,46/40-50 Keon Parade,VIC,3074,2021-05-21,21/05/2021,6:00am - 3:00pm,Case attended,2021-05-30,30/05/2021,15:07:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,06:00:00,15:00:00,1,9
210,210,Thomastown,Slades Beverages,46/40-50 Keon Parade,VIC,3074,2021-05-24,24/05/2021,6:00am - 3:00pm,Case attended,2021-05-30,30/05/2021,15:07:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,06:00:00,15:00:00,1,6
211,212,Thomastown,Slades Beverages,46/40-50 Keon Parade,VIC,3074,2021-05-26,26/05/2021,6:00am - 3:00pm,Case attended,2021-05-30,30/05/2021,15:07:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,06:00:00,15:00:00,1,4
212,213,Thomastown ,Slades Beverages,46/40-50 Keon Parade,VIC,3074,2021-05-27,27/05/2021,6:00am - 2:30pm,Case attended,2021-05-30,30/05/2021,15:07:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,06:00:00,14:30:00,1,3
213,214,Thomastown ,Slades Beverages,46/40-50 Keon Parade,VIC,3074,2021-05-28,28/05/2021,6:00am - 2:30pm,Case attended,2021-05-30,30/05/2021,15:07:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,06:00:00,14:30:00,1,2
214,215,Thomastown ,Slades Beverages,46/40-50 Keon Parade,VIC,3074,2021-05-12,12/05/2021,2:30pm - 11:30pm,Case attended,2021-05-30,30/05/2021,15:07:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,14:30:00,23:30:00,1,18
215,216,Thomastown ,Slades Beverages,46/40-50 Keon Parade,VIC,3074,2021-05-13,13/05/2021,6:00am - 2:30pm,Case attended,2021-05-30,30/05/2021,15:07:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,06:00:00,14:30:00,1,17
216,217,Craigieburn,Big W Craigieburn,340 Craigieburn Road,VIC,3064,2021-05-20,20/05/2021,11:30am - 12:30pm,Case attended venue,2021-05-30,30/05/2021,15:07:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,11:30:00,12:30:00,1,10
217,218,Point Cook,Coles Stockland Point Cook Shopping Centre,5 Main Street & Murnong Street,VIC,3030,2021-05-26,26/05/2021,3:30pm - 5:30pm,Case attended venue,2021-05-30,30/05/2021,17:16:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,15:30:00,17:30:00,1,4
218,219,Point Cook,Sanctuary Lakes Shopping Centre,300 Point Cook Road,VIC,3030,2021-05-26,26/05/2021,5:10pm - 6:30pm,Case attended venue,2021-05-30,30/05/2021,17:16:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",17:10:00,18:30:00,2,4
219,220,Point Cook,Aldi Sanctuary Lakes Shopping Centre,300 Point Cook Road,VIC,3030,2021-05-26,26/05/2021,5:10pm - 6:30pm,Case attended venue,2021-05-30,30/05/2021,17:16:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,17:10:00,18:30:00,1,4
220,221,Public Transport,PTV Bus Number 412,Central Square Shopping Centre/Merton Street to Footscray Station,VIC,,2021-05-27,27/05/2021,5:40am - 6:25am,Case travelled on public transport from Central Square Shopping Centre Merton Stop to Footscray Station,2021-05-30,30/05/2021,17:16:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,05:40:00,06:25:00,1,3
221,222,Epping,Coles Epping Plaza,Shop Q002. High Street,VIC,3076,2021-05-24,24/05/2021,3:15pm - 4:15pm,Case attend venue,2021-05-30,30/05/2021,17:16:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",15:15:00,16:15:00,2,6
222,223,Epping,Coles Epping Plaza,Shop Q002. High Street,VIC,3076,2021-05-19,19/05/2021,2:50pm - 3:20pm,Case attend venue,2021-05-30,30/05/2021,17:16:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",14:50:00,15:20:00,2,11
223,224,Preston,H&M (Northland Shopping Centre),2-50 Murray Road,VIC,3072,2021-05-22,22/05/2021,2:30pm - 3:50pm,Case visited story,2021-05-30,30/05/2021,17:16:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,14:30:00,15:50:00,1,8
224,225,Doreen,Woolworths Laurimar,95 Hazel Glen Drive,VIC,3754,2021-05-26,26/05/2021,9:02am - 9:15am,Case attended venue,2021-05-30,30/05/2021,17:16:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",09:02:00,09:15:00,2,4
225,226,Epping,JMD Grocers & Sweets,768 High Street,VIC,3076,2021-05-22,22/05/2021,5:00pm - 5:45pm,Case attended venue,2021-05-30,30/05/2021,18:25:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,17:00:00,17:45:00,1,8
226,227,Epping,JMD Grocers & Sweets,768 High Street,VIC,3076,2021-05-24,24/05/2021,3:50pm - 4:35pm,Case attended venue,2021-05-30,30/05/2021,18:25:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,15:50:00,16:35:00,1,6
227,228,Epping,JMD Grocers & Sweets,768 High Street,VIC,3076,2021-05-17,17/05/2021,3:50pm - 4:20pm,Case attended venue,2021-05-30,30/05/2021,18:25:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,15:50:00,16:20:00,1,13
228,229,Epping,JMD Grocers & Sweets,768 High Street,VIC,3076,2021-05-17,17/05/2021,6:30pm - 7:00pm,Case attended venue,2021-05-30,30/05/2021,18:25:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,18:30:00,19:00:00,1,13
229,230,Cranbourne,Gami Rasa Restaurant,19 Hotham Street,VIC,3977,2021-05-21,21/05/2021,6:00pm - 7:50pm,Case attended venue,2021-05-30,30/05/2021,19:24:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",18:00:00,19:50:00,2,9
